iter	Passed	Remaining
653	1273	673
654	1274	671
655	1276	669
656	1278	667
657	1280	665
658	1282	663
659	1283	661
660	1285	659
661	1288	657
662	1289	655
663	1290	653
664	1292	650
665	1293	648
666	1295	646
667	1297	644
668	1298	642
669	1300	640
670	1302	638
671	1303	636
672	1304	634
673	1306	632
674	1308	630
675	1310	628
676	1311	625
677	1313	623
678	1314	621
679	1316	619
680	1317	617
681	1319	615
682	1321	613
683	1324	611
684	1325	609
685	1327	607
686	1329	605
687	1331	603
688	1333	601
689	1335	599
690	1338	598
691	1340	596
692	1342	594
693	1345	593
694	1347	591
695	1349	589
696	1353	588
697	1355	586
698	1357	584
699	1359	582
700	1360	580
701	1362	578
702	1363	576
703	1365	574
704	1367	572
705	1369	570
706	1370	568
707	1372	566
708	1374	563
709	1375	561
710	1377	559
711	1378	557
712	1380	555
713	1382	553
714	1384	551
715	1385	549
716	1387	547
717	1388	545
718	1390	543
719	1392	541
720	1394	539
721	1395	537
722	1397	535
723	1399	533
724	1401	531
725	1402	529
726	1404	527
727	1405	525
728	1407	523
729	1408	521
730	1410	518
731	1411	516
732	1412	514
733	1414	512
734	1416	510
735	1417	508
736	1418	506
737	1420	504
738	1421	502
739	1422	499
740	1424	497
741	1425	495
742	1426	493
743	1429	491
744	1430	489
745	1432	487
746	1433	485
747	1434	483
748	1435	481
749	1437	479
750	1438	477
751	1439	474
752	1441	472
753	1442	470
754	1444	468
755	1446	466
756	1447	464
757	1448	462
758	1449	460
759	1450	458
760	1452	456
761	1453	453
762	1454	451
763	1456	449
764	1457	447
765	1459	445
766	1461	443
767	1462	441
768	1463	439
769	1464	437
770	1465	435
771	1467	433
772	1468	431
773	1469	429
774	1471	427
775	1472	425
776	1473	423
777	1475	421
778	1477	419
779	1478	417
780	1480	415
781	1481	412
782	1482	410
783	1484	409
784	1486	407
785	1488	405
786	1490	403
787	1492	401
788	1493	399
789	1495	397
790	1496	395
791	1498	393
792	1500	391
793	1501	389
794	1503	387
795	1504	385
796	1506	383
797	1508	381
798	1509	379
799	1511	377
800	1512	375
801	1514	373
802	1515	371
803	1517	369
804	1518	367
805	1520	366
806	1522	364
807	1523	362
808	1524	359
809	1526	357
810	1527	355
811	1528	353
812	1529	351
813	1531	349
814	1532	347
815	1533	345
816	1535	343
817	1537	342
818	1538	340
819	1540	338
820	1541	336
821	1542	334
822	1543	332
823	1544	329
824	1546	327
825	1547	326
826	1549	324
827	1550	322
828	1552	320
829	1553	318
830	1555	316
831	1556	314
832	1557	312
833	1558	310
834	1560	308
835	1561	306
836	1563	304
837	1564	302
838	1565	300
839	1568	298
840	1569	296
841	1570	294
842	1572	292
843	1573	290
844	1574	288
845	1576	286
846	1577	284
847	1578	283
848	1580	281
849	1581	279
850	1583	277
851	1585	275
852	1586	273
853	1587	271
854	1589	269
855	1591	267
856	1592	265
857	1594	263
858	1595	261
859	1598	260
860	1599	258
861	1600	256
862	1602	254
863	1603	252
864	1604	250
865	1606	248
866	1607	246
867	1608	244
868	1610	242
869	1611	240
870	1613	238
871	1615	237
872	1616	235
873	1617	233
874	1618	231
875	1620	229
876	1621	227
877	1622	225
878	1624	223
879	1625	221
880	1628	219
881	1630	218
882	1632	216
883	1633	214
884	1635	212
885	1636	210
886	1637	208
887	1638	206
888	1639	204
889	1641	202
890	1642	200
891	1644	199
892	1645	197
893	1646	195
894	1647	193
895	1649	191
896	1650	189
897	1651	187
898	1652	185
899	1654	183
900	1655	181
901	1656	179
902	1657	178
903	1659	176
904	1660	174
905	1661	172
906	1663	170
907	1664	168
908	1666	166
909	1667	164
910	1669	163
911	1670	161
912	1671	159
913	1673	157
914	1675	155
915	1676	153
916	1677	151
917	1679	150
918	1680	148
919	1681	146
920	1682	144
921	1683	142
922	1685	140
923	1686	138
924	1687	136
925	1688	134
926	1690	133
927	1691	131
928	1693	129
929	1694	127
930	1696	125
931	1697	123
932	1698	121
933	1699	120
934	1701	118
935	1702	116
936	1703	114
937	1704	112
938	1706	110
939	1708	109
940	1710	107
941	1711	105
942	1713	103
943	1714	101
944	1715	99
945	1717	98
946	1719	96
947	1721	94
948	1723	92
949	1725	90
950	1726	88
951	1728	87
952	1730	85
953	1732	83
954	1733	81
955	1735	79
956	1738	78
957	1740	76
958	1742	74
959	1743	72
960	1745	70
961	1746	68
962	1747	67
963	1748	65
964	1750	63
965	1752	61
966	1753	59
967	1754	58
968	1755	56
969	1757	54
970	1759	52
971	1761	50
972	1762	48
973	1764	47
974	1765	45
975	1768	43
976	1771	41
977	1774	39
978	1775	38
979	1777	36
980	1779	34
981	1781	32
982	1783	30
983	1785	29
984	1786	27
985	1787	25
986	1789	23
987	1791	21
988	1793	19
989	1795	18
990	1797	16
991	1799	14
992	1801	12
993	1803	10
994	1805	9
995	1806	7
996	1807	5
997	1808	3
998	1810	1
999	1811	0
